13	R	2077
13	J	2092
12	R	2092
12	J	2107
11	R	2107
11	J	2122
10	R	2122
10	J	2137
9	R	2137
7	J	2152
9	J	2152
7	R	2152
7	W	2152
8	R	2152
8	J	2167
26	R	2167
26	J	2182
25	R	2182
25	J	2197
24	R	2197
24	J	2212
23	R	2212
23	J	2227
22	R	2227
22	J	2242
21	R	2242
7	J	2257
21	J	2257
7	R	2257
7	W	2257
20	R	2257
20	J	2272
19	R	2272
19	J	2287
18	R	2287
18	J	2302
17	R	2302
17	J	2317
16	R	2317
16	J	2332
15	R	2332
15	J	2347
14	R	2347
7	J	2362
14	J	2362
7	R	2362
7	E	2362
6	J	2362
6	R	2362
6	E	2363
4	J	2363
4	R	2363
27	N	2363
27	J	2364
4	W	2364
13	R	2364
13	J	2379
12	R	2379
12	J	2394
11	R	2394
11	J	2409
10	R	2409
10	J	2424
9	R	2424
9	J	2439
8	R	2439
8	J	2454
27	R	2454
4	J	2456
27	E	2456
4	R	2456
4	W	2457
26	R	2457
26	J	2472
25	R	2472
25	J	2487
24	R	2487
4	J	2495
24	J	2502
4	R	2502
0	J	2502
4	W	2502
23	R	2502
23	J	2517
22	R	2517
22	J	2532
21	R	2532
21	J	2547
20	R	2547
20	J	2562
19	R	2562
19	J	2577
18	R	2577
18	J	2592
17	R	2592
17	J	2607
16	R	2607
16	J	2622
15	R	2622
15	J	2637
14	R	2637
14	J	2652
13	R	2652
13	J	2667
12	R	2667
12	J	2682
11	R	2682
11	J	2697
10	R	2697
10	J	2712
9	R	2712
9	J	2727
8	R	2727
8	J	2742
26	R	2742
26	J	2757
25	R	2757
25	J	2772
24	R	2772
24	J	2787
23	R	2787
23	J	2802
22	R	2802
22	J	2817
21	R	2817
4	J	2819
21	J	2832
4	R	2832
0	J	2832
4	W	2832
20	R	2832
20	J	2847
19	R	2847
19	J	2862
18	R	2862
4	J	2863
18	J	2877
4	R	2877
0	J	2877
4	W	2877
17	R	2877
17	J	2892
16	R	2892
16	J	2907
15	R	2907
15	J	2922
14	R	2922
14	J	2937
13	R	2937
13	J	2952
12	R	2952
4	J	2965
12	J	2967
4	R	2967
0	J	2967
28	N	2968
28	J	2969
4	W	2969
11	R	2969
11	J	2984
10	R	2984
10	J	2999
9	R	2999
9	J	3014
8	R	3014
8	W	3024
28	R	3024
28	E	3031
4	J	3031
4	R	3031
29	N	3031
29	J	3032
4	W	3032
29	R	3032
4	J	3034
29	E	3035
4	R	3035
4	W	3035
26	R	3035
26	J	3050
25	R	3050
25	J	3065
24	R	3065
3	J	3080
24	J	3080
3	R	3080
3	W	3080
23	R	3080
23	J	3095
22	R	3095
22	J	3110
21	R	3110
8	J	3125
21	J	3125
8	R	3125
8	W	3125
20	R	3125
20	J	3140
19	R	3140
19	J	3155
18	R	3155
18	J	3170
17	R	3170
17	J	3185
16	R	3185
16	J	3200
15	R	3200
15	J	3215
14	R	3215
8	J	3230
14	J	3230
8	R	3230
8	W	3230
13	R	3230
13	J	3245
12	R	3245
12	J	3260
11	R	3260
11	J	3275
10	R	3275
10	J	3290
9	R	3290
9	J	3305
26	R	3305
26	J	3320
25	R	3320
8	J	3335
25	J	3335
8	R	3335
8	W	3335
24	R	3335
24	J	3350
23	R	3350
23	J	3365
22	R	3365
22	J	3380
21	R	3380
21	J	3395
20	R	3395
20	J	3410
19	R	3410
19	J	3425
18	R	3425
8	J	3440
18	J	3440
8	R	3440
8	W	3440
17	R	3440
17	J	3455
16	R	3455
16	J	3470
15	R	3470
15	J	3485
14	R	3485
14	J	3500
13	R	3500
13	J	3515
12	R	3515
12	J	3530
11	R	3530
8	J	3545
11	J	3545
8	R	3545
8	W	3545
10	R	3545
10	J	3560
9	R	3560
9	J	3575
26	R	3575
4	J	3589
26	J	3590
4	R	3590
0	J	3590
4	W	3590
25	R	3590
25	J	3605
24	R	3605
24	J	3620
23	R	3620
4	J	3631
23	J	3635
4	R	3635
0	J	3635
4	W	3635
22	R	3635
4	J	3639
8	J	3650
22	J	3650
4	R	3650
0	J	3650
4	W	3650
8	R	3650
8	W	3650
21	R	3650
21	J	3665
20	R	3665
4	J	3676
20	J	3680
4	R	3680
0	J	3680
4	W	3680
19	R	3680
19	J	3695
18	R	3695
18	J	3710
17	R	3710
4	J	3724
17	J	3725
4	R	3725
0	J	3725
4	W	3725
16	R	3725
16	J	3740
15	R	3740
8	J	3755
15	J	3755
8	R	3755
8	W	3755
14	R	3755
14	J	3770
13	R	3770
4	J	3772
13	J	3785
4	R	3785
0	J	3785
4	W	3789
12	R	3789
12	J	3805
11	R	3805
11	J	3820
10	R	3820
10	J	3835
9	R	3835
4	J	3839
9	J	3850
4	R	3850
0	J	3850
4	W	3850
26	R	3850
8	J	3865
26	J	3865
8	R	3865
8	W	3865
25	R	3865
25	J	3880
24	R	3880
4	J	3889
24	J	3895
4	R	3895
0	J	3895
30	N	3896
30	J	3897
4	W	3897
23	R	3897
23	J	3912
22	R	3912
22	J	3927
21	R	3927
21	J	3942
20	R	3942
20	J	3957
19	R	3957
8	J	3972
19	J	3972
8	R	3972
8	E	3972
1	J	3972
1	R	3972
1	W	3972
18	R	3972
18	J	3987
17	R	3987
17	J	4002
16	R	4002
16	J	4017
15	R	4017
15	J	4032
14	R	4032
14	J	4047
13	R	4047
13	J	4062
12	R	4062
12	J	4077
11	R	4077
11	J	4092
10	R	4092
10	J	4107
9	R	4107
9	J	4122
30	R	4122
